ID	CHARACTER	PINYIN	DOCULECT	DOCULECT_IN_SOURCE	READING	SEMANTIC_CLASS	PHONETIC_CLASS	KARLGREN_ID	CONCEPT
417	娑	suō	Late_Han_Chinese	Eastern Han Chinese	sǟ	38	0016	0016 e	
418	娑	suō	Middle_Chinese	Middle Chinese	sâ	38	0016	0016 e	
419	漫	màn	Old_Chinese	Classical Old Chinese	mānh	85	0266	0266 n	
420	漫	màn	Late_Han_Chinese	Eastern Han Chinese	mānh	85	0266	0266 n	
421	漫	màn	Middle_Chinese	Middle Chinese	mwần	85	0266	0266 n	
422	紓	shū	Old_Chinese	Classical Old Chinese	l̥a	0	0083	0083 j	
423	紓	shū	Late_Han_Chinese	Eastern Han Chinese	śa	0	0083	0083 j	
424	紓	shū	Middle_Chinese	Middle Chinese	śö	0	0083	0083 j	
425	翩	piān	Old_Chinese	Classical Old Chinese	phen	124	0246	0246 k	
426	翩	piān	Late_Han_Chinese	Eastern Han Chinese	phjan	124	0246	0246 k	
427	翩	piān	Middle_Chinese	Middle Chinese	phjen	124	0246	0246 k	
428	宮	gōng	Old_Chinese	Classical Old Chinese	kuŋ	40	1006	1006 a-d	
429	宮	gōng	Late_Han_Chinese	Eastern Han Chinese	kǝuŋ	40	1006	1006 a-d	
430	宮	gōng	Middle_Chinese	Middle Chinese	küŋ	40	1006	1006 a-d	
431	潰	kuì	Old_Chinese	Classical Old Chinese	whǝ̄ć	85	0540	0540 d	
432	潰	kuì	Late_Han_Chinese	Eastern Han Chinese	whǝ̄ś	85	0540	0540 d	
433	潰	kuì	Middle_Chinese	Middle Chinese	ɣòj	85	0540	0540 d	
434	癙	shǔ	Old_Chinese	Classical Old Chinese	ƛá	0	0092	0092 b	
435	癙	shǔ	Late_Han_Chinese	Eastern Han Chinese	śá	0	0092	0092 b	
436	癙	shǔ	Middle_Chinese	Middle Chinese	śö́	0	0092	0092 b	
437	胥	xū	Old_Chinese	Classical Old Chinese	sa	130	0090	0090 e	
438	胥	xū	Late_Han_Chinese	Eastern Han Chinese	sja	130	0090	0090 e	
439	胥	xū	Middle_Chinese	Middle Chinese	sjö	130	0090	0090 e	
440	泉	quán	Old_Chinese	Classical Old Chinese	ʒwan	85	0237	0237 a-d	
441	泉	quán	Late_Han_Chinese	Eastern Han Chinese	ʒjwan	85	0237	0237 a-d	
442	泉	quán	Middle_Chinese	Middle Chinese	ʒjwen	85	0237	0237 a-d	
443	疐	zhì	Old_Chinese	Classical Old Chinese	trić	0	0415	0415 a-c	
444	疐	zhì	Late_Han_Chinese	Eastern Han Chinese	ṭǝś	0	0415	0415 a-c	
445	疐	zhì	Middle_Chinese	Middle Chinese	ṭì	0	0415	0415 a-c	
446	楊	yáng	Old_Chinese	Classical Old Chinese	Łaŋ	75	0720	0720 q-r	
447	楊	yáng	Late_Han_Chinese	Eastern Han Chinese	źaŋ	75	0720	0720 q-r	
448	楊	yáng	Middle_Chinese	Middle Chinese	jaŋ	75	0720	0720 q-r	
449	旁	páng	Old_Chinese	Classical Old Chinese	bhāŋ	70	0740	0740 |f ́-i ́	
450	旁	páng	Late_Han_Chinese	Eastern Han Chinese	bhāŋ	70	0740	0740 |f ́-i ́	
451	旁	páng	Middle_Chinese	Middle Chinese	bwâŋ	70	0740	0740 |f ́-i ́	
452	譎	jué	Old_Chinese	Classical Old Chinese	kwīt	149	0507	0507 l	
453	譎	jué	Late_Han_Chinese	Eastern Han Chinese	kwiǝ̄t	149	0507	0507 l	
454	譎	jué	Middle_Chinese	Middle Chinese	kwiet	149	0507	0507 l	
455	俑	yǒng	Old_Chinese	Classical Old Chinese	lóŋ	9	1185	1185 j	
456	俑	yǒng	Late_Han_Chinese	Eastern Han Chinese	źóŋ	9	1185	1185 j	
457	俑	yǒng	Middle_Chinese	Middle Chinese	jö́uŋ	9	1185	1185 j	
458	烜	xuǎn	Old_Chinese	Classical Old Chinese	w̥án	0	0164	0164 r-s	
459	烜	xuǎn	Late_Han_Chinese	Eastern Han Chinese	hjwán	0	0164	0164 r-s	
460	烜	xuǎn	Middle_Chinese	Middle Chinese	xwǝ́n	0	0164	0164 r-s	
461	枚	méi	Old_Chinese	Classical Old Chinese	mǝ̄j	75	0546	0546 a	
462	枚	méi	Late_Han_Chinese	Eastern Han Chinese	mǝ̄j	75	0546	0546 a	
463	枚	méi	Middle_Chinese	Middle Chinese	moj	75	0546	0546 a	
464	瓶	píng	Old_Chinese	Classical Old Chinese	bēŋ	98	0824	0824 i-j	
465	瓶	píng	Late_Han_Chinese	Eastern Han Chinese	biēŋ	98	0824	0824 i-j	
466	瓶	píng	Middle_Chinese	Middle Chinese	bieŋ	98	0824	0824 i-j	
467	廛	chán	Old_Chinese	Classical Old Chinese	d(h)ran	53	0204	0204 a	
468	廛	chán	Late_Han_Chinese	Eastern Han Chinese	ḍ(h)an	53	0204	0204 a	
469	廛	chán	Middle_Chinese	Middle Chinese	ḍen	53	0204	0204 a	
470	鞙	xuàn	Old_Chinese	Classical Old Chinese	g(h)wēnh	0	0228	0228 j	
471	鞙	xuàn	Late_Han_Chinese	Eastern Han Chinese	gwiānh (~ ɣ-)	0	0228	0228 j	
472	鞙	xuàn	Middle_Chinese	Middle Chinese	ɣwìen	0	0228	0228 j	
473	楣	méi	Old_Chinese	Classical Old Chinese	m(h)rǝj	75	0567	0567 f	
474	楣	méi	Late_Han_Chinese	Eastern Han Chinese	m(h)rǝj	75	0567	0567 f	
475	楣	méi	Middle_Chinese	Middle Chinese	mi	75	0567	0567 f	
476	列	liè	Old_Chinese	Classical Old Chinese	rhat	18	0291	0291 a	
477	列	liè	Late_Han_Chinese	Eastern Han Chinese	rhat	18	0291	0291 a	
478	列	liè	Middle_Chinese	Middle Chinese	let	18	0291	0291 a	
479	儺	nuó	Old_Chinese	Classical Old Chinese	nān	9	0152	0152 k	
480	儺	nuó	Late_Han_Chinese	Eastern Han Chinese	nān	9	0152	0152 k	
481	儺	nuó	Middle_Chinese	Middle Chinese	nâ	9	0152	0152 k	
482	定	dìng	Old_Chinese	Classical Old Chinese	dēŋh	40	0833	0833 |z-a ́	
483	定	dìng	Late_Han_Chinese	Eastern Han Chinese	diēŋh	40	0833	0833 |z-a ́	
484	定	dìng	Middle_Chinese	Middle Chinese	dìeŋ	40	0833	0833 |z-a ́	
485	撫	fǔ	Old_Chinese	Classical Old Chinese	phá	64	0103	0103 p	
486	撫	fǔ	Late_Han_Chinese	Eastern Han Chinese	phwá	64	0103	0103 p	
487	撫	fǔ	Middle_Chinese	Middle Chinese	phǘ	64	0103	0103 p	
488	熏	xūn	Old_Chinese	Classical Old Chinese	hwǝn	86	0461	0461 a-c	
489	熏	xūn	Late_Han_Chinese	Eastern Han Chinese	hwǝn	86	0461	0461 a-c	
490	熏	xūn	Middle_Chinese	Middle Chinese	xün	86	0461	0461 a-c	
491	詵	shēn	Old_Chinese	Classical Old Chinese	sǝn	149	0478	0478 n	
492	詵	shēn	Late_Han_Chinese	Eastern Han Chinese	sjǝn	149	0478	0478 n	
493	詵	shēn	Middle_Chinese	Middle Chinese	ṣin	149	0478	0478 n	
494	毖	bì	Old_Chinese	Classical Old Chinese	prić	81	0405	0405 k	
495	毖	bì	Late_Han_Chinese	Eastern Han Chinese	prǝś	81	0405	0405 k	
496	毖	bì	Middle_Chinese	Middle Chinese	pì	81	0405	0405 k	
497	梁	liáng	Old_Chinese	Classical Old Chinese	raŋ	75	0738	0738 a	
498	梁	liáng	Late_Han_Chinese	Eastern Han Chinese	reŋ	75	0738	0738 a	
499	梁	liáng	Middle_Chinese	Middle Chinese	laŋ	75	0738	0738 a	
500	窈	yǎo	Old_Chinese	Classical Old Chinese	ʔḗw	116	1115	1115 i	
501	窈	yǎo	Late_Han_Chinese	Eastern Han Chinese	ʔiā́w	116	1115	1115 i	
502	窈	yǎo	Middle_Chinese	Middle Chinese	ʔíew	116	1115	1115 i	
503	焞	chún	Old_Chinese	Classical Old Chinese	dhun	86			
504	焞	chún	Late_Han_Chinese	Eastern Han Chinese	ʒhun	86			
505	焞	chún	Middle_Chinese	Middle Chinese	ʒ́win	86			
506	化	huà	Old_Chinese	Classical Old Chinese	ŋ̥rwājh	21	0019	0019 a-b	
507	化	huà	Late_Han_Chinese	Eastern Han Chinese	ŋ̥rwǟh	21	0019	0019 a-b	
508	化	huà	Middle_Chinese	Middle Chinese	xwạ̀	21	0019	0019 a-b	
509	號	hào	Old_Chinese	Classical Old Chinese	ghāw	141	1041	1041 q	
510	號	hào	Late_Han_Chinese	Eastern Han Chinese	ɣāw	141	1041	1041 q	
511	號	hào	Middle_Chinese	Middle Chinese	ɣâw	141	1041	1041 q	
512	諸	zhū	Old_Chinese	Classical Old Chinese	ta	149	0045	0045 p	
513	諸	zhū	Late_Han_Chinese	Eastern Han Chinese	ća	149	0045	0045 p	
514	諸	zhū	Middle_Chinese	Middle Chinese	ćö	149	0045	0045 p	
515	晉	jìn	Old_Chinese	Classical Old Chinese	cinh	72	0378	0378 a-e	
516	晉	jìn	Late_Han_Chinese	Eastern Han Chinese	cjǝnh	72	0378	0378 a-e	
517	晉	jìn	Middle_Chinese	Middle Chinese	cjìn	72	0378	0378 a-e	
518	彃	bì	Old_Chinese	Classical Old Chinese	pit	0	0407	0407 i	
519	彃	bì	Late_Han_Chinese	Eastern Han Chinese	pjǝt	0	0407	0407 i	
520	彃	bì	Middle_Chinese	Middle Chinese	pjit	0	0407	0407 i	
521	擊	jí	Old_Chinese	Classical Old Chinese	kēk	64	0854	0854 b	
522	擊	jí	Late_Han_Chinese	Eastern Han Chinese	kiēk	64	0854	0854 b	
523	擊	jí	Middle_Chinese	Middle Chinese	kiek	64	0854	0854 b	
524	貼	tiē	Old_Chinese	Classical Old Chinese	thēp	154			
525	貼	tiē	Late_Han_Chinese	Eastern Han Chinese	thiāp	154			
526	貼	tiē	Middle_Chinese	Middle Chinese	thiep	154			
527	寫	xiě	Old_Chinese	Classical Old Chinese	sl̥iá	40	0799	0799 f-g	
528	寫	xiě	Late_Han_Chinese	Eastern Han Chinese	s(h)jä́	40	0799	0799 f-g	
529	寫	xiě	Middle_Chinese	Middle Chinese	sjá	40	0799	0799 f-g	
530	卿	qīng	Old_Chinese	Classical Old Chinese	khraŋ	26	0714	0714 o-p	
531	卿	qīng	Late_Han_Chinese	Eastern Han Chinese	khreŋ	26	0714	0714 o-p	
532	卿	qīng	Middle_Chinese	Middle Chinese	khäiŋ	26	0714	0714 o-p	
533	蚊	wén	Old_Chinese	Classical Old Chinese	mhǝn	142	0475	0475 k-l	
534	蚊	wén	Late_Han_Chinese	Eastern Han Chinese	mhwǝn	142	0475	0475 k-l	
535	蚊	wén	Middle_Chinese	Middle Chinese	mün	142	0475	0475 k-l	
536	表	biǎo	Old_Chinese	Classical Old Chinese	práw	145	1153	1153 a	
537	表	biǎo	Late_Han_Chinese	Eastern Han Chinese	práw	145	1153	1153 a	
538	表	biǎo	Middle_Chinese	Middle Chinese	péw	145	1153	1153 a	
539	柘	zhè	Old_Chinese	Classical Old Chinese	tiah	75	0795	0795 l	
540	柘	zhè	Late_Han_Chinese	Eastern Han Chinese	ćäh	75	0795	0795 l	
541	柘	zhè	Middle_Chinese	Middle Chinese	ćà	75	0795	0795 l	
542	聊	liáo	Old_Chinese	Classical Old Chinese	rīw	128	1114	1114 u	
543	聊	liáo	Late_Han_Chinese	Eastern Han Chinese	riǝ̄w	128	1114	1114 u	
544	聊	liáo	Middle_Chinese	Middle Chinese	liew	128	1114	1114 u	
545	冰	bīng	Old_Chinese	Classical Old Chinese	prǝŋ	15	0899	0899 a-c	
546	冰	bīng	Late_Han_Chinese	Eastern Han Chinese	prǝŋ	15	0899	0899 a-c	
547	冰	bīng	Middle_Chinese	Middle Chinese	piŋ	15	0899	0899 a-c	
548	俞	yú	Old_Chinese	Classical Old Chinese	lo	9	0125	0125 a-b	
549	俞	yú	Late_Han_Chinese	Eastern Han Chinese	źwa	9	0125	0125 a-b	
550	俞	yú	Middle_Chinese	Middle Chinese	jü	9	0125	0125 a-b	
551	陟	zhì	Old_Chinese	Classical Old Chinese	trǝk	170	0916	0916 a-c	
552	陟	zhì	Late_Han_Chinese	Eastern Han Chinese	ṭǝk	170	0916	0916 a-c	
553	陟	zhì	Middle_Chinese	Middle Chinese	ṭik	170	0916	0916 a-c	
554	浼	měi	Old_Chinese	Classical Old Chinese	m(h)ǝ̄́n	85	0222	0222 l	
555	浼	měi	Late_Han_Chinese	Eastern Han Chinese	m(h)ǝ̄́n	85	0222	0222 l	
556	浼	měi	Middle_Chinese	Middle Chinese	mój	85	0222	0222 l	
557	蝀	dōng	Old_Chinese	Classical Old Chinese	tōŋ	0	1175	1175 h	
558	蝀	dōng	Late_Han_Chinese	Eastern Han Chinese	tōŋ	0	1175	1175 h	
559	蝀	dōng	Middle_Chinese	Middle Chinese	tuŋ	0	1175	1175 h	
560	弧	hú	Old_Chinese	Classical Old Chinese	g(h)wā	57	0041	0041 h	
561	弧	hú	Late_Han_Chinese	Eastern Han Chinese	gā (~ ɣ-)	57	0041	0041 h	
562	弧	hú	Middle_Chinese	Middle Chinese	ɣo	57	0041	0041 h	
563	暗	àn	Old_Chinese	Classical Old Chinese	ʔǝ̄mh	72	0653	0653 h	
564	暗	àn	Late_Han_Chinese	Eastern Han Chinese	ʔǝ̄mh	72	0653	0653 h	
565	暗	àn	Middle_Chinese	Middle Chinese	ʔʌ̀m	72	0653	0653 h	
566	輾	zhǎn	Old_Chinese	Classical Old Chinese	trán	159	0201	0201 b	
567	輾	zhǎn	Late_Han_Chinese	Eastern Han Chinese	ṭán	159	0201	0201 b	
568	輾	zhǎn	Middle_Chinese	Middle Chinese	ṭén	159	0201	0201 b	
569	諶	chén	Old_Chinese	Classical Old Chinese	d(h)ǝm	149	0657	0657 c-d	
570	諶	chén	Late_Han_Chinese	Eastern Han Chinese	ʒ́(h)ǝm	149	0657	0657 c-d	
571	諶	chén	Middle_Chinese	Middle Chinese	ʒ́im	149	0657	0657 c-d	
572	敵	dí	Old_Chinese	Classical Old Chinese	dhēk	66	0877	0877 q	
573	敵	dí	Late_Han_Chinese	Eastern Han Chinese	dhiēk	66	0877	0877 q	
574	敵	dí	Middle_Chinese	Middle Chinese	diek	66	0877	0877 q	
575	膠	jiāo	Old_Chinese	Classical Old Chinese	krīw	130	1069	1069 s	
576	膠	jiāo	Late_Han_Chinese	Eastern Han Chinese	kriǝ̄w	130	1069	1069 s	
577	膠	jiāo	Middle_Chinese	Middle Chinese	kạw	130	1069	1069 s	
578	諼	xuān	Old_Chinese	Classical Old Chinese	w̥an	149	0255	0255 k	
579	諼	xuān	Late_Han_Chinese	Eastern Han Chinese	hjwan	149	0255	0255 k	
580	諼	xuān	Middle_Chinese	Middle Chinese	xwǝn	149	0255	0255 k	
581	鴇	bǎo	Old_Chinese	Classical Old Chinese	pū́	196	1060	1060 b	
582	鴇	bǎo	Late_Han_Chinese	Eastern Han Chinese	pǝ̄́w	196	1060	1060 b	
583	鴇	bǎo	Middle_Chinese	Middle Chinese	pấw	196	1060	1060 b	
584	黍	shǔ	Old_Chinese	Classical Old Chinese	l̥á	202	0093	0093 a-d	
585	黍	shǔ	Late_Han_Chinese	Eastern Han Chinese	śá	202	0093	0093 a-d	
586	黍	shǔ	Middle_Chinese	Middle Chinese	śö́	202	0093	0093 a-d	
587	象	xiàng	Old_Chinese	Classical Old Chinese	lháŋ	152	0728	0728 a-d	
588	象	xiàng	Late_Han_Chinese	Eastern Han Chinese	zháŋ	152	0728	0728 a-d	
589	象	xiàng	Middle_Chinese	Middle Chinese	zjáŋ	152	0728	0728 a-d	
590	妻	qī	Old_Chinese	Classical Old Chinese	shǝ̄j	38	0592	0592 a-d	
591	妻	qī	Late_Han_Chinese	Eastern Han Chinese	shǝ̄j	38	0592	0592 a-d	
592	妻	qī	Middle_Chinese	Middle Chinese	chiej	38	0592	0592 a-d	
593	摘	zhāi	Old_Chinese	Classical Old Chinese	trēk	64	0877	0877 p	
594	摘	zhāi	Late_Han_Chinese	Eastern Han Chinese	ṭiēk	64	0877	0877 p	
595	摘	zhāi	Middle_Chinese	Middle Chinese	ṭạik	64	0877	0877 p	
596	朗	lǎng	Old_Chinese	Classical Old Chinese	r(h)ā́ŋ	74	0735	0735 h	
597	朗	lǎng	Late_Han_Chinese	Eastern Han Chinese	r(h)ā́ŋ	74	0735	0735 h	
598	朗	lǎng	Middle_Chinese	Middle Chinese	lấŋ	74	0735	0735 h	
599	限	xiàn	Old_Chinese	Classical Old Chinese	ghrǝ̄́n	170	0416	0416 i-j	
600	限	xiàn	Late_Han_Chinese	Eastern Han Chinese	ɣrǝ̄́n	170	0416	0416 i-j	
601	限	xiàn	Middle_Chinese	Middle Chinese	ɣạ̈́n	170	0416	0416 i-j	
602	梳	shū	Old_Chinese	Classical Old Chinese	sra	75			
603	梳	shū	Late_Han_Chinese	Eastern Han Chinese	ṣa	75			
604	梳	shū	Middle_Chinese	Middle Chinese	ṣö	75			
605	骸	hái	Old_Chinese	Classical Old Chinese	g(h)rǝ̄	188	0937	0937 z	
606	骸	hái	Late_Han_Chinese	Eastern Han Chinese	grǝ̄ (~ ɣ-)	188	0937	0937 z	
607	骸	hái	Middle_Chinese	Middle Chinese	ɣạ̈j	188	0937	0937 z	
608	扞	hàn	Old_Chinese	Classical Old Chinese	gānh	64	0139	0139 q-r	
609	扞	hàn	Late_Han_Chinese	Eastern Han Chinese	gānh	64	0139	0139 q-r	
610	扞	hàn	Middle_Chinese	Middle Chinese	ɣần	64	0139	0139 q-r	
611	飭	chì	Old_Chinese	Classical Old Chinese	r̥ǝk	184	0921	0921 g	
612	飭	chì	Late_Han_Chinese	Eastern Han Chinese	r̥ǝk	184	0921	0921 g	
613	飭	chì	Middle_Chinese	Middle Chinese	ṭhik	184	0921	0921 g	
614	摭	zhí	Old_Chinese	Classical Old Chinese	tiak	64	0804	0804 e	
615	摭	zhí	Late_Han_Chinese	Eastern Han Chinese	ćiak	64	0804	0804 e	
616	摭	zhí	Middle_Chinese	Middle Chinese	ćek	64	0804	0804 e	
617	烈	liè	Old_Chinese	Classical Old Chinese	rhat	86	0291	0291 d	
618	烈	liè	Late_Han_Chinese	Eastern Han Chinese	rhat	86	0291	0291 d	
619	烈	liè	Middle_Chinese	Middle Chinese	let	86	0291	0291 d	
620	匣	xiá	Old_Chinese	Classical Old Chinese	ghrāp	22	0629	0629 e	
621	匣	xiá	Late_Han_Chinese	Eastern Han Chinese	ɣrāp	22	0629	0629 e	
622	匣	xiá	Middle_Chinese	Middle Chinese	ɣạp	22	0629	0629 e	
623	毋	wú móu	Old_Chinese	Classical Old Chinese	mǝ	80	0107	0107 a	
624	毋	wú móu	Late_Han_Chinese	Eastern Han Chinese	mwǝ	80	0107	0107 a	
625	毋	wú móu	Middle_Chinese	Middle Chinese	mü	80	0107	0107 a	
626	耽	dān	Old_Chinese	Classical Old Chinese	tǝ̄m	128	0656	0656 l	
627	耽	dān	Late_Han_Chinese	Eastern Han Chinese	tǝ̄m	128	0656	0656 l	
628	耽	dān	Middle_Chinese	Middle Chinese	tʌm	128	0656	0656 l	
629	臾	yú	Old_Chinese	Classical Old Chinese	lo (~ Ł-)	134	0126	0126 a	
630	臾	yú	Late_Han_Chinese	Eastern Han Chinese	źwa	134	0126	0126 a	
631	臾	yú	Middle_Chinese	Middle Chinese	jü	134	0126	0126 a	
632	炮	páo pào	Old_Chinese	Classical Old Chinese	phrūh	86	1113	1113 g	
633	炮	páo pào	Late_Han_Chinese	Eastern Han Chinese	phrǝ̄wh	86	1113	1113 g	
634	炮	páo pào	Middle_Chinese	Middle Chinese	phạ̀w bạw	86	1113	1113 g	
635	澳	ào	Old_Chinese	Classical Old Chinese	ʔūh	85	1045	1045 b	
636	澳	ào	Late_Han_Chinese	Eastern Han Chinese	ʔǝ̄wh	85	1045	1045 b	
637	澳	ào	Middle_Chinese	Middle Chinese	ʔầw	85	1045	1045 b	
638	殞	yǔn	Old_Chinese	Classical Old Chinese	w(h)rǝ́n	78	0227	0227 e	
639	殞	yǔn	Late_Han_Chinese	Eastern Han Chinese	w(h)rǝ́n	78	0227	0227 e	
640	殞	yǔn	Middle_Chinese	Middle Chinese	wín	78	0227	0227 e	
641	欠	qiàn	Old_Chinese	Classical Old Chinese	khamh	76	0624	0624 a-b	
642	欠	qiàn	Late_Han_Chinese	Eastern Han Chinese	khamh	76	0624	0624 a-b	
643	欠	qiàn	Middle_Chinese	Middle Chinese	khǝ̀m	76	0624	0624 a-b	
644	葦	wěi	Old_Chinese	Classical Old Chinese	wǝ́j	140	0571	0571 n	
645	葦	wěi	Late_Han_Chinese	Eastern Han Chinese	wǝ́j	140	0571	0571 n	
