ID	DOCULECT	CONCEPT	VALUE	SEGMENTS	STRUCTURE	BENZI	CHARACTERS	COGNATE_SET	COGNATE_SETS
7269	Shantou	classifier (pillow)	niã⁵³	n i ã ∼ ⁵³	i m n c t	领	领	2389	0
7270	Haikou	classifier (pillow)	huaŋ²³	h u a ŋ ²³	i m n c t	幡	幡	2390	0
7271	Taibei	classifier (pillow)	liã⁵³	l i ã ∼ ⁵³	i m n c t	领	领	2389	0
7272	Meixian	classifier (pillow)	fon⁴⁴	f o n ⁴⁴	i n c t	翻	翻	2388	0
7273	Taoyuan	classifier (pillow)	liɑŋ²⁴	l i ɑ ŋ ²⁴	i m n c t	领	领	2389	0
7274	Nanchang	classifier (pillow)	ʦʰɔŋ²⁴	tsʰ ɔ ŋ ²⁴	i n c t	床	床	705	0
7275	Changsha	classifier (pillow)	ʨyan¹³	tɕ y a n ¹³	i m n c t	床	床	705	0
7276	Xiangtan	classifier (pillow)	ʣɔn¹²	dz ɔ n ¹²	i n c t	床	床	705	0
7277	Shexian	classifier (pillow)	so⁴⁴	s o ⁴⁴	i n t	床	床	705	0
7278	Shexian	classifier (pillow)	tʰiɔ⁴⁴	tʰ i ɔ ⁴⁴	i m n t	条	条	2386	0
7279	Tunxi	classifier (pillow)	ʨiau¹¹	tɕ i a u ¹¹	i m n N t	张	张	2387	0
7280	Taiyuan	classifier (pillow)	kuai⁴⁵	k u a i ⁴⁵	i m n N t	块	块	2382	0
7281	Pingyao	classifier (pillow)	ʦʰuə¹³	tsʰ u ə ¹³	i m n t	床	床	705	0
7282	Huhehaote	classifier (pillow)	ʦɑ̃³¹	ts ɑ̃ ∼ ³¹	i n c t	张	张	2387	0
7283	Beijing	classifier (pillow)	t͡ʂʰuɑŋ³⁵	ʈʂʰ u ɑ ŋ ³⁵	i m n c t	床	床	705	0
7284	Tianjin	classifier (pillow)	ʦʰuɑŋ⁴⁵	tsʰ u ɑ ŋ ⁴⁵	i m n c t	床	床	705	0
7285	Jinan	classifier (pillow)	t͡ʂʰuaŋ⁴²	ʈʂʰ u a ŋ ⁴²	i m n c t	床	床	705	0
7286	Qingdao	classifier (pillow)	t͡ʂʰuaŋ²¹³	ʈʂʰ u a ŋ ²¹³	i m n c t	床	床	705	0
7287	Nanjing	classifier (pillow)	t͡ʂʰuaŋ²⁴	ʈʂʰ u a ŋ ²⁴	i m n c t	床	床	705	0
7288	Hefei	classifier (pillow)	t͡ʂʰuɑ̃⁵⁵	ʈʂʰ u ɑ̃ ∼ ⁵⁵	i m n c t	床	床	705	0
7289	Zhengzhou	classifier (pillow)	t͡ʂʰuaŋ⁴²	ʈʂʰ u a ŋ ⁴²	i m n c t	床	床	705	0
7290	Wuhan	classifier (pillow)	ʦʰuaŋ²¹³	tsʰ u a ŋ ²¹³	i m n c t	床	床	705	0
7291	Chengdu	classifier (pillow)	ʦʰuaŋ³¹	tsʰ u a ŋ ³¹	i m n c t	床	床	705	0
7292	Guiyang	classifier (pillow)	ʦʰuaŋ²¹	tsʰ u a ŋ ²¹	i m n c t	床	床	705	0
7293	Kunming	classifier (pillow)	ʦʰuaŋ²¹	tsʰ u a ŋ ²¹	i m n c t	床	床	705	0
7294	Haerbin	classifier (pillow)	t͡ʂʰuaŋ²⁴	ʈʂʰ u a ŋ ²⁴	i m n c t	床	床	705	0
7295	Xi'an	classifier (pillow)	p͡fʰaŋ²⁴	pfʰ a ŋ ²⁴	i n c t	床	床	705	0
7296	Yinchuan	classifier (pillow)	t͡ʂʰuɑŋ⁵³	ʈʂʰ u ɑ ŋ ⁵³	i m n c t	床	床	705	0
7297	Lanzhou	classifier (pillow)	p͡fʰɑ̃⁵³	pfʰ ɑ̃ ∼ ⁵³	i n c t	床	床	705	0
7298	Lanzhou	classifier (pillow)	tʰiɔ⁵³	tʰ i ɔ ⁵³	i m n t	条	条	2386	0
7299	Xining	classifier (pillow)	t͡ʂʰuɔ̃²⁴	ʈʂʰ u ɔ̃ ∼ ²⁴	i m n c t	床	床	705	0
7300	Wulumuqi	classifier (pillow)	t͡ʂʰuɑŋ⁵¹	ʈʂʰ u ɑ ŋ ⁵¹	i m n c t	床	床	705	0
7301	Shanghai	classifier (vehicle)	bu¹³	b u ¹³	i n t	部	部	2391	0
7302	Suzhou	classifier (vehicle)	bu³¹	b u ³¹	i n t	部	部	2391	0
7303	Hangzhou	classifier (vehicle)	bu¹³	b u ¹³	i n t	部	部	2391	0
7304	Wenzhou	classifier (vehicle)	po³⁵	p o ³⁵	i n t	把	把	2392	0
7305	Wenzhou	classifier (vehicle)	bu³⁵	b u ³⁵	i n t	部	部	2391	0
7306	Guangzhou	classifier (vehicle)	ka³³	k a ³³	i n t	架	架	2393	0
7307	Guangzhou	classifier (vehicle)	pou²²	p o u ²²	i n N t	部	部	2391	0
7308	Nanning	classifier (vehicle)	kʰa³³	kʰ a ³³	i n t	架	架	2393	0
7309	Xianggang	classifier (vehicle)	ka³³	k a ³³	i n t	架	架	2393	0
7310	Xiamen	classifier (vehicle)	tiŋ⁵³	t i ŋ ⁵³	i n c t	顶	顶	2394	0
7311	Xiamen	classifier (vehicle)	pɔ²²	p ɔ ²²	i n t	部	部	2391	0
7312	Fuzhou	classifier (vehicle)	kɑ²¹²	k ɑ ²¹²	i n t	架	架	2393	0
7313	Jian'ou	classifier (vehicle)	ka⁴²	k a ⁴²	i n t	架	架	2393	0
7314	Shantou	classifier (vehicle)	ʦiaʔ²	ts i a ʔ ²	i m n c t	隻	隻	2379	0
7315	Haikou	classifier (vehicle)	ʔdio³¹	ʔd i o ³¹	i n N t	场	场	2395	0
7316	Haikou	classifier (vehicle)	kɛ³⁵	k ɛ ³⁵	i n t	架	架	2393	0
7317	Taibei	classifier (vehicle)	tai²⁴	t a i ²⁴	i n N t	台	台	703	0
7318	Meixian	classifier (vehicle)	lioŋ¹¹	l i o ŋ ¹¹	i m n c t	辆	辆	2396	0
7319	Taoyuan	classifier (vehicle)	tʰoi¹¹	tʰ o i ¹¹	i n N t	台	台	703	0
7320	Nanchang	classifier (vehicle)	pʰu²¹	pʰ u ²¹	i n t	部	部	2391	0
7321	Changsha	classifier (vehicle)	pu¹¹	p u ¹¹	i n t	部	部	2391	0
7322	Xiangtan	classifier (vehicle)	bu²¹	b u ²¹	i n t	部	部	2391	0
7323	Shexian	classifier (vehicle)	pʰu²²	pʰ u ²²	i n t	部	部	2391	0
7324	Tunxi	classifier (vehicle)	puːə³¹	p uː ə ³¹	i n N t	把	把	2392	0
7325	Taiyuan	classifier (vehicle)	kua⁴⁵	k u a ⁴⁵	i m n t	挂	挂	2397	0
7326	Pingyao	classifier (vehicle)	kuɑ³⁵	k u ɑ ³⁵	i m n t	挂	挂	2397	0
7327	Huhehaote	classifier (vehicle)	kua⁵⁵	k u a ⁵⁵	i m n t	挂	挂	2397	0
7328	Beijing	classifier (vehicle)	liɑŋ⁵¹	l i ɑ ŋ ⁵¹	i m n c t	辆	辆	2396	0
7329	Tianjin	classifier (vehicle)	liɑŋ⁵³	l i ɑ ŋ ⁵³	i m n c t	辆	辆	2396	0
7330	Jinan	classifier (vehicle)	liaŋ⁵⁵	l i a ŋ ⁵⁵	i m n c t	辆	辆	2396	0
7331	Jinan	classifier (vehicle)	kua²¹	k u a ²¹	i m n t	挂	挂	2397	0
7332	Qingdao	classifier (vehicle)	liaŋ⁵⁵	l i a ŋ ⁵⁵	i m n c t	辆	辆	2396	0
7333	Nanjing	classifier (vehicle)	kuɑ⁴⁴	k u ɑ ⁴⁴	i m n t	挂	挂	2397	0
7334	Nanjing	classifier (vehicle)	pu⁴⁴	p u ⁴⁴	i n t	部	部	2391	0
7335	Nanjing	classifier (vehicle)	liaŋ²¹²	l i a ŋ ²¹²	i m n c t	辆	辆	2396	0
7336	Hefei	classifier (vehicle)	kua⁵³	k u a ⁵³	i m n t	挂	挂	2397	0
7337	Zhengzhou	classifier (vehicle)	liaŋ³¹²	l i a ŋ ³¹²	i m n c t	辆	辆	2396	0
7338	Wuhan	classifier (vehicle)	niaŋ⁴²	n i a ŋ ⁴²	i m n c t	辆	辆	2396	0
7339	Wuhan	classifier (vehicle)	pu³⁵	p u ³⁵	i n t	部	部	2391	0
7340	Chengdu	classifier (vehicle)	ʨia¹³	tɕ i a ¹³	i m n t	架	架	2393	0
7341	Chengdu	classifier (vehicle)	pu¹³	p u ¹³	i n t	部	部	2391	0
7342	Chengdu	classifier (vehicle)	kua¹³	k u a ¹³	i m n t	挂	挂	2397	0
7343	Guiyang	classifier (vehicle)	ʨia²¹³	tɕ i a ²¹³	i m n t	架	架	2393	0
7344	Guiyang	classifier (vehicle)	pu²¹³	p u ²¹³	i n t	部	部	2391	0
7345	Kunming	classifier (vehicle)	t͡ʂᴀ̃⁴⁴	ʈʂ ᴀ̃ ∼ ⁴⁴	i n c t	张	张	2387	0
7346	Haerbin	classifier (vehicle)	liaŋ⁵³	l i a ŋ ⁵³	i m n c t	辆	辆	2396	0
7347	Xi'an	classifier (vehicle)	liaŋ⁵³	l i a ŋ ⁵³	i m n c t	辆	辆	2396	0
7348	Yinchuan	classifier (vehicle)	liɑŋ⁵³	l i ɑ ŋ ⁵³	i m n c t	辆	辆	2396	0
7349	Yinchuan	classifier (vehicle)	kua¹³	k u a ¹³	i m n t	挂	挂	2397	0
7350	Lanzhou	classifier (vehicle)	kua¹³⁻¹¹ʦɿ⁵³	k u a ¹³/¹¹ + ts ɿ ⁵³	i m n t + i n t	挂子	挂子	2398	0
7351	Xining	classifier (vehicle)	liɔ̃⁵³	l i ɔ̃ ∼ ⁵³	i m n c t	辆	辆	2396	0
7352	Wulumuqi	classifier (vehicle)	liɑŋ⁵¹	l i ɑ ŋ ⁵¹	i m n c t	辆	辆	2396	0
7353	Wulumuqi	classifier (vehicle)	kua²¹³	k u a ²¹³	i m n t	挂	挂	2397	0
8717	Shanghai	clean	ʨʰiŋ⁵³⁻⁵⁵sɑ̃³⁵⁻²¹	tɕʰ i ŋ ⁵³/⁵⁵ + s ɑ̃ ∼ ³⁵/²¹	i n c t + i n c t	清爽	清爽	2673	0
8718	Suzhou	clean	kø⁵⁵zin³¹⁻²¹	k ø ⁵⁵ + z i n ³¹/²¹	i n t + i n c t	干净	干净	2674	0
8719	Hangzhou	clean	kᴇ̃³³ʥin¹³⁻³³	k ᴇ̃ ∼ ³³ + dʑ i n ¹³/³³	i n c t + i n c t	干净	干净	2674	0
8720	Hangzhou	clean	ʨʰin³³sʮɑŋ⁵³⁻³³	tɕʰ i n ³³ + s ʮ ɑ ŋ ⁵³/³³	i n c t + i m n c t	清爽	清爽	2673	0
8721	Wenzhou	clean	liɛ³³⁻²²ʣei²²⁻⁴²	l i ɛ ³³/²² + dz e i ²²/⁴²	i m n t + i n N t	了滞	了滞	2675	0
8722	Guangzhou	clean	kɔn⁵³ʦɛŋ²²	k ɔ n ⁵³ + ts ɛ ŋ ²²	i n c t + i n c t	干净	干净	2674	0
8723	Nanning	clean	kɔn⁵⁵ʦɛŋ²²	k ɔ n ⁵⁵ + ts ɛ ŋ ²²	i n c t + i n c t	干净	干净	2674	0
8724	Xianggang	clean	kɔn⁵⁵ʦɛŋ²²	k ɔ n ⁵⁵ + ts ɛ ŋ ²²	i n c t + i n c t	干净	干净	2674	0
8725	Xiamen	clean	ʦʰiŋ⁵⁵⁻²²kʰi²¹	tsʰ i ŋ ⁵⁵/²² + kʰ i ²¹	i n c t + i n t	清气	清气	2676	0
8726	Fuzhou	clean	taʔ²⁴⁻⁵³ɑiʔ²⁴	t a ʔ ²⁴/⁵³ + ɑ i ʔ ²⁴	i n c t + n N c t	澈洁	澈洁	2677	0
8727	Jian'ou	clean	lai³³li⁴⁴	l a i ³³ + l i ⁴⁴	i n N t + i n t	俫俐	俫俐	2678	0
8728	Shantou	clean	ʦʰeŋ³³kʰi²¹³	tsʰ e ŋ ³³ + kʰ i ²¹³	i n c t + i n t	清气	清气	2676	0
8729	Haikou	clean	hɛ⁵⁵	h ɛ ⁵⁵	i n t	澈	澈	2679	0
8730	Haikou	clean	hɛ⁵⁵ke⁵⁵	h ɛ ⁵⁵ + k e ⁵⁵	i n t + i n t	澈洁	澈洁	2677	0
8731	Taibei	clean	ʦʰiŋ⁴⁴⁻³³kʰi¹¹	tsʰ i ŋ ⁴⁴/³³ + kʰ i ¹¹	i n c t + i n t	清气	清气	2676	0
8732	Meixian	clean	ʦʰiaŋ⁵³	tsʰ i a ŋ ⁵³	i m n c t	净	净	2680	0
8733	Taoyuan	clean	ʦʰiɑŋ⁵⁵	tsʰ i ɑ ŋ ⁵⁵	i m n c t	净	净	2680	0
8734	Nanchang	clean	kɵn⁴²ʨʰin⁰²	k ɵ n ⁴² + tɕʰ i n ⁰²	i n c t + i n c t	干净	干净	2674	0
8735	Nanchang	clean	kɵn⁴²ȵin⁰²	k ɵ n ⁴² + ɲ i n ⁰²	i n c t + i n c t	干净	干净	2674	0
8736	Changsha	clean	kan³³ʦin⁵⁵	k a n ³³ + ts i n ⁵⁵	i n c t + i n c t	干净	干净	2674	0
8737	Changsha	clean	so²⁴li⁵⁵	s o ²⁴ + l i ⁵⁵	i n t + i n t	索利	索利	2681	0
8738	Xiangtan	clean	so²⁴ni⁴²	s o ²⁴ + n i ⁴²	i n t + i n t	索里	索里	2682	0
8739	Xiangtan	clean	nin¹²kan⁴²	n i n ¹² + k a n ⁴²	i n c t + i n c t	零简	零简	2683	0
8740	Shexian	clean	kɛ³¹ʦʰiʌ̃²²	k ɛ ³¹ + tsʰ i ʌ̃ ∼ ²²	i n t + i m n c t	干净	干净	2674	0
8741	Tunxi	clean	kau¹¹⁻²¹ʦʰɛ¹¹	k a u ¹¹/²¹ + tsʰ ɛ ¹¹	i n N t + i n t	光净	光净	2684	0
8742	Taiyuan	clean	kæ̃¹¹ʨiəŋ⁴⁵	k æ̃ ∼ ¹¹ + tɕ i ə ŋ ⁴⁵	i n c t + i m n c t	干净	干净	2674	0
8743	Pingyao	clean	kɑŋ¹³ʨiŋ³⁵⁻¹³	k ɑ ŋ ¹³ + tɕ i ŋ ³⁵/¹³	i n c t + i n c t	干净	干净	2674	0
8744	Pingyao	clean	ʦei³⁵	ts e i ³⁵	i n N t	净	净	2680	0
8745	Huhehaote	clean	ʨĩŋ⁵⁵	tɕ ĩ ŋ ⁵⁵	i n c t	净	净	2680	0
8746	Huhehaote	clean	kæ̃³¹ʨĩŋ⁵⁵	k æ̃ ∼ ³¹ + tɕ ĩ ŋ ⁵⁵	i n c t + i n c t	干净	干净	2674	0
8747	Beijing	clean	kan⁵⁵ʨiŋ²	k a n ⁵⁵ + tɕ i ŋ ²	i n c t + i n c t	干净	干净	2674	0
8748	Tianjin	clean	kan²¹ʨiŋ¹	k a n ²¹ + tɕ i ŋ ¹	i n c t + i n c t	干净	干净	2674	0
8749	Jinan	clean	kã²¹³⁻²¹ʨiŋ	k ã ∼ ²¹³/²¹ + tɕ i ŋ ⁰	i n c t + i n c t	干净	干净	2674	0
8750	Qingdao	clean	kã²¹³⁻³¹ʦiŋ	k ã ∼ ²¹³/³¹ + ts i ŋ ⁰	i n c t + i n c t	干净	干净	2674	0
8751	Nanjing	clean	kaŋ³¹ʦin	k a ŋ ³¹ + ts i n ⁰	i n c t + i n c t	干净	干净	2674	0
8752	Hefei	clean	ʨʰin²¹liɑ	tɕʰ i n ²¹ + l i ɑ ⁰	i n c t + i m n t	清亮	清亮	2685	0
8753	Zhengzhou	clean	kan²⁴ʦiŋ	k a n ²⁴ + ts i ŋ ⁰	i n c t + i n c t	干净	干净	2674	0
8754	Wuhan	clean	kan⁵⁵ʨin	k a n ⁵⁵ + tɕ i n ⁰	i n c t + i n c t	干净	干净	2674	0
8755	Wuhan	clean	nin²¹³⁻²¹ɕin	n i n ²¹³/²¹ + ɕ i n ⁰	i n c t + i n c t	宁馨	宁馨	2686	0
8756	Chengdu	clean	kan⁵⁵ʨin¹³	k a n ⁵⁵ + tɕ i n ¹³	i n c t + i n c t	干净	干净	2674	0
8757	Guiyang	clean	kan⁵⁵ʨin²¹³	k a n ⁵⁵ + tɕ i n ²¹³	i n c t + i n c t	干净	干净	2674	0
8758	Kunming	clean	kᴀ̃⁴⁴ʨĩ²¹²	k ᴀ̃ ∼ ⁴⁴ + tɕ ĩ ∼ ²¹²	i n c t + i n c t	干净	干净	2674	0
8759	Haerbin	clean	kan²⁴ʨiŋ	k a n ²⁴ + tɕ i ŋ ⁰	i n c t + i n c t	干净	干净	2674	0
8760	Xi'an	clean	kã²¹ʨiŋ	k ã ∼ ²¹ + tɕ i ŋ ⁰	i n c t + i n c t	干净	干净	2674	0
8761	Yinchuan	clean	kan⁴⁴ʨiŋ¹³	k a n ⁴⁴ + tɕ i ŋ ¹³	i n c t + i n c t	干净	干净	2674	0
8762	Yinchuan	clean	ʨʰiŋ⁴⁴ʂuɑŋ⁵³	tɕʰ i ŋ ⁴⁴ + ʂ u ɑ ŋ ⁵³	i n c t + i m n c t	清爽	清爽	2673	0
8763	Yinchuan	clean	kua¹³lian	k u a ¹³ + l i a n ⁰	i m n t + i m n c t	刮练	刮练	2687	0
8764	Lanzhou	clean	kɛ̃n³¹ʨĩn	k ɛ̃ n ³¹ + tɕ ĩ n ⁰	i n c t + i n c t	干净	干净	2674	0
8765	Xining	clean	kã⁴⁴ʨiə̃	k ã ∼ ⁴⁴ + tɕ i ə̃ ∼ ⁰	i n c t + i m n c t	干净	干净	2674	0
8766	Wulumuqi	clean	kan⁴⁴ɕiŋ	k a n ⁴⁴ + ɕ i ŋ ⁰	i n c t + i n c t	干净	干净	2674	0
8307	Shanghai	cold	lã¹³	l ã ∼ ¹³	i n c t	冷	冷	94	0
8308	Shanghai	cold	iŋ³⁵	i ŋ ³⁵	n c t	瀴	瀴	2616	0
8309	Suzhou	cold	lã³¹	l ã ∼ ³¹	i n c t	冷	冷	94	0
8310	Suzhou	cold	in⁵¹³	i n ⁵¹³	n c t	瀴	瀴	2616	0
8311	Hangzhou	cold	len⁵³	l e n ⁵³	i n c t	冷	冷	94	0
8312	Hangzhou	cold	ʔin⁴⁴⁵	ʔ i n ⁴⁴⁵	i n c t	瀴	瀴	2616	0
8313	Wenzhou	cold	liɛ³⁵	l i ɛ ³⁵	i m n t	冷	冷	94	0
8314	Guangzhou	cold	toŋ³³	t o ŋ ³³	i n c t	冻	冻	2617	0
8315	Nanning	cold	laŋ²⁴	l a ŋ ²⁴	i n c t	冷	冷	94	0
8316	Nanning	cold	tuŋ³³	t u ŋ ³³	i n c t	冻	冻	2617	0
8317	Xianggang	cold	tuŋ³³	t u ŋ ³³	i n c t	冻	冻	2617	0
8318	Xiamen	cold	kuã³⁵	k u ã ∼ ³⁵	i m n c t	寒	寒	2618	0
8319	Xiamen	cold	liŋ⁵³	l i ŋ ⁵³	i n c t	冷	冷	94	0
8320	Fuzhou	cold	ʦʰɛiŋ²¹²	tsʰ ɛ i ŋ ²¹²	i n N c t	清	清	2619	0
8321	Jian'ou	cold	ʦʰeiŋ³³	tsʰ e i ŋ ³³	i n N c t	清	清	2619	0
8322	Taibei	cold	liŋ⁵³	l i ŋ ⁵³	i n c t	冷	冷	94	0
8323	Taibei	cold	kuã²⁴	k u ã ∼ ²⁴	i m n c t	寒	寒	2618	0
8324	Meixian	cold	hon¹¹	h o n ¹¹	i n c t	寒	寒	2618	0
8325	Taoyuan	cold	lɑŋ²⁴	l ɑ ŋ ²⁴	i n c t	冷	冷	94	0
8326	Nanchang	cold	lɑŋ²¹³	l ɑ ŋ ²¹³	i n c t	冷	冷	94	0
8327	Changsha	cold	lən⁴¹	l ə n ⁴¹	i n c t	冷	冷	94	0
8328	Xiangtan	cold	nən⁴²	n ə n ⁴²	i n c t	冷	冷	94	0
8329	Shexian	cold	lɛ³⁵	l ɛ ³⁵	i n t	冷	冷	94	0
8330	Tunxi	cold	lɛ²⁴	l ɛ ²⁴	i n t	冷	冷	94	0
8331	Taiyuan	cold	tuəŋ⁴⁵	t u ə ŋ ⁴⁵	i m n c t	冻	冻	2617	0
8332	Pingyao	cold	liɑ⁵³	l i ɑ ⁵³	i m n t	冷	冷	94	0
8333	Huhehaote	cold	lə̃ŋ⁵³	l ə̃ ŋ ⁵³	i n c t	冷	冷	94	0
8334	Beijing	cold	ləŋ²¹⁴	l ə ŋ ²¹⁴	i n c t	冷	冷	94	0
8335	Tianjin	cold	ləŋ	l ə ŋ ⁰	i n c t	冷	冷	94	0
8336	Tianjin	cold	liɑŋ⁴⁵	l i ɑ ŋ ⁴⁵	i m n c t	凉	凉	2620	0
8337	Jinan	cold	ləŋ⁵⁵	l ə ŋ ⁵⁵	i n c t	冷	冷	94	0
8338	Qingdao	cold	ləŋ⁵⁵	l ə ŋ ⁵⁵	i n c t	冷	冷	94	0
8339	Nanjing	cold	lən²¹²	l ə n ²¹²	i n c t	冷	冷	94	0
8340	Hefei	cold	lən²⁴	l ə n ²⁴	i n c t	冷	冷	94	0
8341	Zhengzhou	cold	ləŋ⁵³	l ə ŋ ⁵³	i n c t	冷	冷	94	0
8342	Wuhan	cold	nən⁴²	n ə n ⁴²	i n c t	冷	冷	94	0
8343	Chengdu	cold	nən⁵³	n ə n ⁵³	i n c t	冷	冷	94	0
8344	Guiyang	cold	len⁴²	l e n ⁴²	i n c t	冷	冷	94	0
8345	Kunming	cold	lə̃⁵³	l ə̃ ∼ ⁵³	i n c t	冷	冷	94	0
8346	Haerbin	cold	ləŋ²¹³	l ə ŋ ²¹³	i n c t	冷	冷	94	0
8347	Xi'an	cold	ləŋ⁵³	l ə ŋ ⁵³	i n c t	冷	冷	94	0
8348	Yinchuan	cold	ləŋ⁵³	l ə ŋ ⁵³	i n c t	冷	冷	94	0
8349	Yinchuan	cold	piŋ⁴⁴	p i ŋ ⁴⁴	i n c t	冰	冰	2621	0
8350	Yinchuan	cold	la¹³	l a ¹³	i n t	辣	辣	2622	0
8351	Yinchuan	cold	liaŋ⁵³	l i a ŋ ⁵³	i m n c t	凉	凉	2620	0
8352	Lanzhou	cold	tũn¹³	t ũ n ¹³	i n c t	冻	冻	2617	0
8353	Xining	cold	lə̃⁵³	l ə̃ ∼ ⁵³	i n c t	冷	冷	94	0
8354	Wulumuqi	cold	lɤŋ⁵¹	l ɤ ŋ ⁵¹	i n c t	冷	冷	94	0
5493	Shanghai	cook	zɿ¹³⁻²²sɿ⁵³⁻⁴⁴	z ɿ ¹³/²² + s ɿ ⁵³/⁴⁴	i n t + i n t	厨师	厨师	1588	0
5494	Shanghai	cook	sɔ⁵³⁻⁵⁵ve¹³⁻³³sɿ⁵³⁻³³vu¹³⁻²¹	s ɔ ⁵³/⁵⁵ + v e ¹³/³³ + s ɿ ⁵³/³³ + v u ¹³/²¹	i n t + i n t + i n t + i n t	烧饭司务	烧饭司务	1589	0
5495	Suzhou	cook	sæ⁵⁵vᴇ³¹sɿ⁵⁵vu³¹	s æ ⁵⁵ + v ᴇ ³¹ + s ɿ ⁵⁵ + v u ³¹	i n t + i n t + i n t + i n t	烧饭师父	烧饭师父	1590	0
5496	Suzhou	cook	ʦæ⁵¹³⁻⁵¹lɑ̃	ts æ ⁵¹³/⁵¹ + l ɑ̃ ∼ ⁰	i n t + i n c t	灶浪	灶浪	1591	0
5497	Hangzhou	cook	ʣʮ²¹³⁻²¹vɑŋ²¹³⁻¹³sɿ³³vu¹³⁻³³	dz ʮ ²¹³/²¹ + v ɑ ŋ ²¹³/¹³ + s ɿ ³³ + v u ¹³/³³	i n t + i n c t + i n t + i n t	厨房师傅	厨房师傅	1592	0
5498	Wenzhou	cook	ʣɿ³¹⁻²¹ɦuɔ³¹⁻²¹lɜ³⁵⁻⁴²sɿ³³	dz ɿ ³¹/²¹ + ɦ u ɔ ³¹/²¹ + l ɜ ³⁵/⁴² + s ɿ ³³	i n t + i m n t + i n t + i n t	厨房老师	厨房老师	1593	0
5499	Wenzhou	cook	ʣɿ³¹⁻²²sɿ	dz ɿ ³¹/²² + s ɿ ⁰	i n t + i n t	厨师	厨师	1588	0
5500	Wenzhou	cook	ʥo²¹³⁻²¹ʨi³⁵⁻²¹lɜ³⁵⁻⁴²sɿ³³	dʑ o ²¹³/²¹ + tɕ i ³⁵/²¹ + l ɜ ³⁵/⁴² + s ɿ ³³	i n t + i n t + i n t + i n t	局掌老师	局掌老师	1594	0
5501	Guangzhou	cook	hɐu²²wɔk²⁻³⁵	h ɐ u ²² + w ɔ k ²/³⁵	i n N t + m n c t	候镬	候镬	1595	0
5502	Nanning	cook	ʦʰy²¹fɔŋ²¹lu³⁵	tsʰ y ²¹ + f ɔ ŋ ²¹ + l u ³⁵	i n t + i n c t + i n t	厨房佬	厨房佬	1596	0
5503	Xianggang	cook	hɐu²²wɔk²⁻³⁵	h ɐ u ²² + w ɔ k ²/³⁵	i n N t + m n c t	候镬	候镬	1595	0
5504	Xianggang	cook	ʦy²¹si⁵⁵	ts y ²¹ + s i ⁵⁵	i n t + i n t	厨师	厨师	1588	0
5505	Xiamen	cook	tɔ³⁵⁻²²ʦi⁵³⁻⁵⁵sai	t ɔ ³⁵/²² + ts i ⁵³/⁵⁵ + s a i ⁰	i n t + i n t + i n N t	厨子师	厨子师	1597	0
5506	Xiamen	cook	tu³⁵⁻²²su⁵⁵	t u ³⁵/²² + s u ⁵⁵	i n t + i n t	厨师	厨师	1588	0
5507	Fuzhou	cook	tuo⁵³⁻²¹la⁴⁴⁻⁵³ɑu²⁴²	t u o ⁵³/²¹ + l a ⁴⁴/⁵³ + ɑ u ²⁴²	i m n t + i n t + n N t	厨师父	厨师父	1598	0
5508	Jian'ou	cook	ty³³kuiŋ⁵⁴su³³xu⁴⁴	t y ³³ + k u i ŋ ⁵⁴ + s u ³³ + x u ⁴⁴	i n t + i m n c t + i n t + i n t	厨官师傅	厨官师傅	1599	0
5509	Shantou	cook	tou⁵⁵⁻³¹sɯ³³	t o u ⁵⁵/³¹ + s ɯ ³³	i n N t + i n t	厨师	厨师	1588	0
5510	Shantou	cook	hue⁵³⁻²⁴tʰau⁵⁵	h u e ⁵³/²⁴ + tʰ a u ⁵⁵	i m n t + i n N t	伙头	伙头	1600	0
5511	Haikou	cook	ʔdu³¹ʦi²¹³ʔdɛ	ʔd u ³¹ + ts i ²¹³ + ʔd ɛ ⁰	i n t + i n t + i n t	厨子爹	厨子爹	1601	0
5512	Taibei	cook	ʦoŋ⁵³⁻⁴⁴pʰo¹¹⁻⁵³sai⁴⁴⁻³³hu³³	ts o ŋ ⁵³/⁴⁴ + pʰ o ¹¹/⁵³ + s a i ⁴⁴/³³ + h u ³³	i n c t + i n t + i n N t + i n t	宗颇师父	宗颇师父	1602	0
5513	Taibei	cook	ʦoŋ⁵³⁻⁴⁴pʰo¹¹	ts o ŋ ⁵³/⁴⁴ + pʰ o ¹¹	i n c t + i n t	宗颇	宗颇	1603	0
5514	Meixian	cook	ʦʰu¹¹sɿ⁴⁴	tsʰ u ¹¹ + s ɿ ⁴⁴	i n t + i n t	厨师	厨师	1588	0
5515	Meixian	cook	fo³¹tʰeu¹¹	f o ³¹ + tʰ e u ¹¹	i n t + i n c t	伙头	伙头	1600	0
5516	Meixian	cook	kʰi⁴⁴vok⁵sɿ⁴⁴⁻³⁵fu⁵³	kʰ i ⁴⁴ + v o k ⁵ + s ɿ ⁴⁴/³⁵ + f u ⁵³	i n t + i n c t + i n t + i n t	徛镬师傅	徛镬师傅	1604	0
5517	Taoyuan	cook	ʧu³¹fɑn⁵⁵e³¹	tʃ u ³¹ + f ɑ n ⁵⁵ + e ³¹	i n t + i n c t + n t	煮饭仔	煮饭仔	1605	0
5518	Nanchang	cook	tʰai²¹sɿ⁴²fu⁰²	tʰ a i ²¹ + s ɿ ⁴² + f u ⁰²	i n N t + i n t + i n t	大师傅	大师傅	1606	0
